content,title
"1.媒體來源:,中時電子報,2.記者署名,郭匡超,3.完整新聞標題:,淹水後溝渠挖開看,黑韓失敗,換花媽躺槍,4.完整新聞內文:,受梅雨鋒面影響，11日高雄部分地區降下大雨，岡山地區當天上午累積雨量逾100mm，時雨量最大64.5mm，造成岡山區嘉興路一帶積水超過50公分。黑韓團體宣稱「韓國瑜治水破功」，但韓市府不理抹黑，趁著雨勢稍歇進行排水系統整治。排水溝渠一開挖，嚇死人！堵塞真的誇張，竟有一堆混凝土塊，網友質問陳菊十二年執政在幹什麼？民進黨還有臉攻擊韓市長？,高雄市議會副議長陸淑美在臉書貼圖文指出：「近日豪大雨造成多處淹水，趁著今天下午雨勢稍歇，進行,#警悟巷管路及#岡山往阿蓮方向高速公路涵洞下管路的開挖處理，開挖時皆發現有混泥土及多樣造成管路阻塞的廢棄物」。她勸「大家要愛護環境，千萬不要隨意棄置廢棄物，才能讓我們擁有完善的生活環境」。,排水溝渠挖掘圖片讓人吃驚，混凝土塊整個塞住溝渠。有人推說：「很多廢棄物是否外勞所丟棄？高雄外勞蠻多的」、「混泥土~~~有人偷倒!!」。副議長陸淑美善意表示：「沒辦法確定是誰丟棄的，所以希望大家一起愛護環境，不然廢棄物不僅破壞環境，也會釀成災害」。,但也有網友認為「高雄岡山段排水系統整治....這麼多年都沒人管，民進黨還有臉攻擊韓市長治水破功？」，質問陳菊十二年執政在幹什麼？更有網友眼尖發現「支線水溝竟跟主線水溝不相通。這水怎能排出去，人有問題」；驚呼「這太扯了啦，這樣還算排水溝嗎？」，直酸「花媽政績」、「綠營的民議代表都死到哪去了？」。,5.完整新聞連結,(或短網址):",[新聞] 淹水後溝渠挖開看 黑韓失敗 換花媽躺槍
"1.媒體來源:,鉅亨網,2.記者署名,彭昱文,3.完整新聞標題:,郭台銘：美中貿易戰將在G20前後畫下休止符,4.完整新聞內文:,鴻海,(2317-TW),董事長郭台銘指出，美中貿易戰在,G20,前後就會畫上休止符，對於外界,依舊擔憂鴻海在中國的事業，會因他參選而受到影響，對此，郭台銘霸氣回應「他就怕我,搬走」。,郭台銘今,(13),日出席台大癌醫記者會，被媒體問到，美國可能會在,G20,的峰會上，針,對香港「反送中」的一事，向中國發表看法。對此，郭台銘指出，據他對美國高層運作的,了解，第一順位是美中貿易的問題。,郭台銘認為，美中兩國會在,G20,之前或之後，為貿易戰畫一個休止符，他強調，這樣對,全世界都是好的，自己也衷心期盼。,至於外界依舊關心鴻海在中國的營運問題，郭台銘強調，已經淡出鴻海的舞台，現在只是,一個大股東，這些東西不是自己一個人的。但若未來中國針對鴻海在中國的廠區有所動作,，全世界誰敢相信中國大陸，誰敢去投資。,郭台銘更指出，最近與一個非常高層級的副秘書長見面，到天津塔來參觀「他就怕我搬走,」。,5.完整新聞連結,(或短網址):",[新聞]郭台銘：貿易戰將在G20前後畫下休止符
"1.媒體來源:,三立,2.記者署名,記者馮珮汶／台北報導,3.完整新聞標題:,零死角！台北101最新「全亞洲最高」戶外觀景平台,4.完整新聞內文:,台北101是台灣地標，只要是觀光客到訪一定會到此一遊，根據統計，台北101觀景台設立,15年來，累積超過2700萬人，超越台灣總人口數。為了吸引更多自由行的外國旅客以及台,灣客，總經理張振亞宣布推出「亞洲最高」的戶外觀景平台，可以無死角的360俯瞰台北,101景觀，參觀一次要價新台幣3000元，可以完整的暢遊101觀景大樓。,台北101張振亞總經理表示，台北101位於百貨最密集的信義商圈，每年有超過200萬人次,到訪，不只是台北當代地標、台灣最高建築，更是國際旅客認識台灣的第一站，觀察過去,大部分都是團客，近年來已有明顯客群轉變，除了過半都是散客，其中又以港澳、日韓客,多，為了迎合更多觀光客的旅遊型態轉變，去年底決定更新大樓設施。,睽違15年來台北101觀景台最大改裝，這次開放以往屬於國賓級人物才能到訪的台北101樓,層，直接接觸台北最高的天空。除了5樓入場展區，採用寬幅20米、3米高的全新科技的超,大高畫質螢幕展示台灣之美、預計可以增加5%參訪人次，讓全年旅客人數突破去年的218,萬人次。,另外，最大亮點就是海拔460公尺的「SKYLINE,460」戶外觀景平台，可以俯瞰360度零死,角的台北市夜景，上去之前得先穿上安全裝備、由專人導引觀賞風景，而且比起一般89的,觀景台的民眾，購買101層樓觀景台的套票，可以享有搭乘專梯、快速通行景觀台的服務,，還有專人幫你拍攝免費的專屬紀念照、紀念瓶裝水、雲朵咖啡杯等紀念品。,據了解，明(14)日開放預售後，目前每日提供三個梯次、每梯次限10到12人上去，一次要,價3000元，行程前後大約一小時，今年一月也進行調整，紀念品銷售區也都主打台灣在地,品牌，陸客喜歡購買的面膜、故宮商品內也通通都是MIT。,5.完整新聞連結,(或短網址):",[新聞] 零死角！台北101最新「全亞洲最高」戶外
"美中貿易戰主因就是,中國窮盡一切辦法做生意,有明的有暗的,美國市場公開給你用,中國市場要用設下層層關卡,話說回來,台灣和中國也是這樣,台灣的媒體、言論、集會結社自由,中國派的人可以透過這些管道發揮影響力,中國沒有媒體自由,沒有言論自由,沒有遊行，組政黨自由,台灣的自由民主思想沒辦法墨暈過去,簡單說,一個在明一個在暗,當敵人跟自己不在光明面決鬥,還要包容敵人在暗使出的手段,這樣像話嗎？,--",[問卦] 台灣和中國怎麼沒平等互惠？
"是說,各大歐美報紙都在說香港金融中心地位可能會外移,全台灣而言，離香港最近的大城市就屬高雄了,是不是該讓高雄設立一個高雄證交所,這個證交所的所有交易規則全都把香港的交易規則照搬,讓逃離香港的外資可以有個好去處,也不會因為規則改變而感到無所適從,請問我這個構想大家覺得如何?,新證交所總比自經區好吧?,外資進得來，高雄發大財,ya~,--",[問卦] 高雄證交所，有戲嗎?
"台灣政府,開始研擬讓香港人來台灣了,if,讓港豬們,圈養在中永和,跟,讓港豬們,接受法條通過,香港豬們會怎麼選？,--",[問卦] 當難民住中永和、反送中   港豬怎選？
"大家安安,我是小精靈啦,如題,一部電影要好看,除了演員要演的好,導演編劇特效等等,也都很重要,那要是導演能跟演員合拍,電影一定會更好看,就像以前周星馳配王晶,似乎是品質保證,那今天也是香港巨星的成龍,要跟哪個導演配才最合適,是導蛇形刁手的袁和平嗎,還是誰咧,咁無相關八卦？,--",[問卦] 哪個導演跟成龍最合拍？
"是這樣啦,最近連續幾天瘋狂下雨,回家鞋子都濕透了,洗的衣服也乾不了,像這種拼命下雨,溫度又不高的天氣,開冷氣也不會轉,除非把溫度調更低,如果沒有除濕機,開冷氣的除溼功能有效嗎,會比開冷氣耗電嗎,--",[問卦] 冷氣的除溼功能該開嗎
"有免費冷氣吹,又有妹子可以看,然後完全不會錯過電影,仗著自己是工作人員關係每部電影看到爽,首映場還可以不用搶位,缺點應該是薪水很死,然後電影院裡頭昏暗關係對眼睛不好吧,有沒有電影院工作很爽的八卦？,-----,Sent,from,JPTT,on,my,iPhone,--",[問卦] 在電影院工作是不是很爽？
"剛剛看臉書上香港人的朋友大頭照都黑了,他們的朋友很多也都黑掉了，應該都是香港人,有沒有他們在搞什麼運動的八卦?,是因為那個賣港特首的""母親論""嗎???,--,Men,decide,where,power,resides,,whether,or,not,they,know,it.,--",[問卦] 有沒有臉書上香港人的大頭照都黑了的八卦
"男不爽被危險超車「比手勢」回敬,遭6煞埋伏圍毆打到腦震盪,2019-06-13,19:49,〔記者丁偉杰／嘉義報導〕嘉義市民族路與文昌街口，今天近午時分發生行車糾紛，一名,20多歲的曾姓自小客駕駛遭到另兩輛自小客內約4至6名男子當街圍毆，致曾男輕微腦震盪,及身體多處受傷，目擊民眾嚇壞趕緊報警，曾男送醫後，幸無生命危險。,兩輛自小客車上的惡煞年齡都在20幾歲左右，事發時，不知何故突然從後方竄出超車，害,曾男差點撞上，曾男疑似比出不雅手勢回敬，惹來對方不滿，待曾男在路口停車買飲料時,，兩輛車內約4至6人下車圍毆曾男，逞兇後逃逸。,有鑑於日前新北市淡水區連續爆發群眾打架衝突事件，致分局長被拔官下台，嘉市警方獲,報後，轄區第二分局分局長陳宏賓立即指示迅速破案。,警方遂調閱沿路監視器，根據車牌以車追人，下午將當街圍毆曾男的數名嫌犯追查到案，,正進行偵訊中，釐清事發經過及行兇動機。",[新聞] 男不爽被危險超車「比手勢」回敬 遭6煞埋
"今天下班的路上，遇到以前國中同學,聊了一下說我長這麼大,變好多,是不是想對我怎麼怎麼樣啊？,--",[問卦] 被說長這麼大是什麼意思？
"大家晚安阿,剛剛讀期末考的時候看到這則FB,看到熟悉的台大醫院要提供給韓粉車位,我就想到之前台北場,韓粉也是侵佔了台大醫院,佔用資源,沒想到來到雲林這個地廣人稀ㄉ地方,還是要搶占當地醫院,而且又是台大,到底對台大有什麼仇阿QQ,有沒有八卦",[問卦] 韓粉是打算佔領全台的台大醫院ㄇ
"香港反送中爆衝突,國民黨發表聲明,16:342019/06/13,工商,ō◤塈팊,香港「逃犯條例」修法引發各界爭議，並造成警民衝突，國民黨中央、國民黨立法院黨團,今（13）日同步發聲明表示，「不認同」港府用暴力方式處理群眾運動，同時反對採取激,烈手段驅離民眾，呼籲港府應加強與大眾的溝通，避免流血事件。,國民黨主席吳敦義表示，從香港近日「反送中運動」發生，且越演越烈",[新聞] 香港反送中爆衝突 國民黨發表聲明
"我就是政治冷感,反送中乾我屁事,今天通過又怎樣,通過了又改變了什麼嗎,矮子娃娃沈不住氣爆氣啦,--",[問卦] 慟！踢歐歪力表態了
"乳蹄,大家下班之後都去哪裡看妹ㄚ,有沒有小妹要出來說一下話ㄋ,妳們晚上都去哪裡ㄖ～,偶豪想看一下><,保證不摸ㄛ,窩84五樓,嘻嘻,--",[問卦] 有沒有晚上哪裡妹子最多ㄉ卦
"阿肥發現日本妹好像又重新開始喜歡這樣拍了,所謂的自拍美尻,就是在鏡子前把蜜桃臀對準鏡子,上半身扭轉近180度往鏡子拍,像這樣,就能拍到很性感且放大的屁股",[問卦] 日本女生很流行自拍蜜桃美尻？
"大家好啦,事情是這樣的啦,本肥我啊,下班回家啦,想說打個電動放鬆一下啦,可是啊,打開後啊,發現電腦壞了啦,怎麼辦,想一想昨天睡前關機電腦有在動更新啦,現在電腦動都動不了,還一堆系統內dll檔報錯,可是又不能上網下載,因為壞到連網頁都開不了,有沒有人知道,--",[問卦] windows自動更新後就壞了
"敝人文組，家裡四台機上盒，,說明書寫：機上盒綠色接地線，要連接到電視，要與電視共同接地。,幹，最近災難性大雨，現在又是閃電打雷的，萬一閃電擊中我的機上盒，,導電之後我的高價值液晶電視不是也會壞掉嗎？,這基本電學、接地迴路484有問題,有沒有理工仔,請問機上盒要如何正確接地?,畫質才能更好(1080P),--,德意志政府以基督信仰為不可動搖的道德基礎和國家的道德法規……,—,希特勒,--",[問卦] 機上盒要如何接地?
"我朋友啊,是個可愛的女孩紙，在學校人緣很好,大家都說她應答得體，很有氣質,雖然很少人說她長得漂亮,她家很有錢，聽說媽媽是學校家長會長,可是她爸是個廢物,聽說十幾年沒工作了,整天就四處賭博、喝酒、幹女人、找朋友幹古,我很想問她說：啊，你看你爸這麼廢，又是個禿頭，這麼低能，你心裡都怎麼想啊？,--",[問卦] 女兒知道自己爸爸是個廢物在想什麼？
"X3也挺舒適的。,在裡面別說拉G了，,看是要搓甚麼摳甚麼都可以。,只要貼黑一點都馬拍不到。,為何不在X3裡面做就好了呢?,--",[問卦] 為何翔哥不在X3裡面玩就好了
"大家安安,就是阿,本肥剛剛看到深田恭子(36),新戲演小偷還跟警察談戀愛的預告,預告裡還穿上紅色緊身衣,天阿～本肥超可以的,為什麼深恭都36歲了臉和身材還是海放一堆年輕女星,有迷有深田恭子扮小偷超正的卦",[問卦] 有沒有深田恭子扮小偷超正的卦
"如題,同學一直在講什麼gang,bang,bbc這種,小妹我英文不太好啦,有人可以幫忙一下嗎,不然都無法參與,--",[問卦] gangbang是什麼？
"現在不知道為什麼,我的腳的大拇指左邊突然好痛,原本以為是“當嘎”,但剛剛看一下感覺好像又不是,阿幹乾乾乾乾,現在真的痛到不行，到底是怎麼了,有沒有八卦?,(有圖慎入)",[問卦] 腳的大拇指的左邊好痛怎麼辦(有圖慎入)
"1.媒體來源:,自,由,時,報,2.記者署名,〔記者張瑞楨／台中報導〕,3.完整新聞標題:,蔡英文勝出》挺賴大將高大成：既然民調那麼高,就不需要我們了,4.完整新聞內文:",[新聞] 蔡英文勝出》挺賴大將高大成：既然民調
"新聞來源:聯合,記者署名:蔡孟妤,新聞標題:理想副手人選？,韓國瑜：精力旺盛、有同理心,新聞內容:,2019-06-13,20:35聯合報,記者蔡孟妤╱即時報導,高雄市長韓國瑜接受台視專訪，被問到若獲提名參選總統，對副手、團隊是否有人選？韓,國瑜說，他希望副手精力旺盛、有同理心，男女、宗教都不是問題，要抱持為下一代打造,更好環境的決心。至於會否帶職參選，他強調絕不荒廢高雄市政。,韓國瑜接受台視專訪，被問到有無思考若獲提名，副手、團隊人選？他說，人才很多，看,怎麼篩選，如張善政沒當院長，都不知他院長做這麼好，人才都有，怎選放適當位置是挑,戰，還有藍綠是否繼續惡鬥，一條新聞，藍綠好像報兩件不同事，這種思維要淘汰。,韓國瑜說，人才很多，有很多學者專家願意幫忙他，他非常感謝，重點是領導者會不會用,、敢不敢，不要一出事推給下屬。,至於副手條件，他說，愛台灣、顧主權完全是廢話，他希望副手精力旺盛、有同理心，同,理心最重要，男女、宗教都不是問題，一顆心衝且有同理心外，要抱持幫下一代打造更好,環境的決心，要有使命感。,對於未來若通過初選，會否帶職參選？韓國瑜說，他不可能把高雄市政放掉，如他被提名,，也許台灣會出現從沒有過的打法，如競選總部放高雄，活動以南台灣為出發點，分部放,北中；「市政絕不荒廢，該做會繼續做，假日展開競選活動。」,被問到會否兼顧不過來，他開玩笑說，他判斷自己會變更瘦，但他是市長，一定要這樣，,相信台北市長柯文哲也會就近在台北，而只有他總部會放高雄，代表他心不會離開高雄。,新聞網址:",[新聞] 理想副手人選？ 韓國瑜：精力旺盛、有同
"一般偷吃，外遇，不是都會離婚，,淨身出戶是基本的。,那我關心的是，,那台X3，留得下來嗎?,好車耶，應該很捨不得吧。,--",[問卦] 阿翔跟老婆離婚X3留得下來嗎?
"在水管上看到他的,訓練延遲射精的影片,感覺是翻拷自有年代的錄影帶,隨便看一下到比較後面出現了一個方形盒子,都是簡體字的影片教學字幕上有那台機器的名稱,沒想到那麼早期就有像是飛機杯的東西,感覺好像他是一位推銷自己發明的飛機盒的教授,可是影片下面的點閱率卻有破百萬留言數不到一百,請問有人知道他嗎？有沒有卦,--",[問卦] 有沒有陳茂蓬的八卦
"前面講的很好聽,走吧走吧哥哥爸爸～,家事不用你牽掛～,唱到這裡好像唱者很罩一樣,結果接下來唱,只要我長大～,只要我長大～,哇靠,所以你還沒長大嘛！,真的是幹話歌耶,有卦嗎？,--",[問卦] 哥哥爸爸真偉大484幹話歌？
"剛剛東森說，九菊一派真的存在，而且還有人來台灣的日月潭破壞台灣的風水？,可是我在網路上搜尋，除了中港台網站外，並無任何日本方的相關資訊。,題外話九菊一派如果真的從隋唐時傳入日本，那一定會經過戰國時代。,不知道九菊一派遇到織田信長公會擦出什麼樣的火花呢？,有卦嗎？",[問卦] 有九菊一派的卦嗎？
"美國藥學博士回台當兵盡義務,打掃送公文樣樣來,2019-06-13,07:28聯合報,記者曾增勳╱即時報導,「當兵是應盡的義務、我決定先回來當兵」，桃園市警局大園分局替代役男梁耕岷從小負,笈新加坡、美國，獲美國威斯康辛大學藥學博士，去年回台當替代役男，成為大園分局頭,一位博士役男，他今天說，回國在分局服役，接觸到台灣不同的人事物，覺得經驗還不錯,。,家住台北的梁耕岷在台灣讀書到國小五年級，之後在父母安排下，當小留學生，前往新加,坡讀完小學、國中後，轉赴美國讀完高中、大學，而後花4年時間直攻博士，獲美國威斯,康辛麥迪遜分校獲藥學博士學位，去年回台當兵前，台灣一家臨床實驗公司網羅他做臨床,研究，在大園當兵，一家藥廠主管獲知還想高薪挖角希望他留下。,他在大園分局行政組當替代役男，包括環境打掃、送公文樣樣來，即將下月退伍。他說，,他與哥哥從小出國留學不易，因為文化差異，起初不適應，不管到新加坡、美國，都要面,臨文化衝擊一次，但在國外大學畢業，只要你自己有確定目標，就可直攻博士。,梁耕岷表示，他從小在國外求學，放暑假回來都沒認識的朋友，攻讀藥學亦曾在洛杉磯的,醫院、賓州的學術單位做過研究，因認識的專業人都在美國，當完兵後決定回到美國找藥,廠相關領域工作發展。",[新聞] 美國藥學博士回台當兵盡義務 打掃送公文
"家畜的安寧,虛偽的繁榮,根本就是在諷刺中國,只有光鮮亮麗(?)的外表,但是只有少部分人享受到繁榮,用集中營和監控系統來維穩,雖然讓社會安寧但每個人都像畜生一樣,剩下各種謳歌自由、鼓勵站起來戰鬥...,族繁不及備載,中國人聽紅蓮的弓矢在想甚麼的8卦?,--",[問卦] 中國人聽紅蓮的弓矢的時候在想什麼
"聽女性朋友說她主管看到她臉都很臭,說以前主管都會跟她嘻嘻哈哈,現在都不太跟她講話,我心裡是覺得根本沒差，不屌主管又怎樣,還是女性容易在職場上以為自己失寵,喜歡取得主管青睞？,有沒有八卦？,-----,Sent,from,JPTT,on,my,iPhone,--",[問卦] 女生是不是容易在職場上爭寵？
"美國總統川普千金,伊凡卡·川普剛才在推特,表示美國歡迎外國直接投資,地球上沒有比美國還要更棒的投資市場,在一天之內，來自全世界12個不同市場,的66家國際公司承諾提供近一百萬個機會",[爆卦] 伊凡卡推特美國歡迎各國投資
"街頭藝人,需要繳稅嗎?,最近看到街頭藝人很多,松山車站,有一位彈吉他自彈自唱,聽說是師大研究所,高材生,月入20萬,有沒有街頭藝人好賺的八卦???????,--",[問卦] 有沒有街頭藝人的八卦??
"上次去吃飯有個長輩說現在流行的網美,其實就是高級妓女,在網路上弄的很美但其實都有人包養,或是賣淫八大行業,長輩有這種偏見該怎麼辦？,要怎麼說服他那只是新時代的流行,而非妓女,--",[問卦] 長輩認為網美是高級妓女的八卦
"今天早餐吃了一個薯餅蛋塔+一個漢堡,這樣大概是三顆蛋吧,然後剛剛晚餐又吃了一個九層塔煎蛋,我用兩顆蛋打的,因為九層塔有點多,這樣總共今天吃了五顆,我還在青壯年階段的年紀,有健身運動習慣,基本上每天都運動,這樣一天吃五顆蛋應該不會怎樣吧,有沒有蛋吃太多會怎樣的八卦？,--",[問卦] 一天吃五顆蛋會怎樣嗎！？
"如題,聽說凱道6/23要辦反中共媒體,例如那些刻意淡化香港反中,或者支持一些賣台垃圾的頻道,中天6/23何去何從,--",[問卦] 中天6/23會去凱道SNG嗎？
"如果港人團結，連警察都一起反送中,那不就沒有警民對峙了,還是港警都是426裝的,打人很爽，一直打人一直爽,中國應該也不敢動用軍人,全世界都在看,-----,Sent,from,JPTT,on,my,OPPO,X9009.,--",[問卦] 香港警察為什麼不反送中
"大家不覺得胖的人都脾氣很差嗎?,像我認識一個胖子網路上罵人還被告,另一個胖子還說要打斷人家鼻樑,也遇過一堆女胖子個性特別難搞機掰,很容易暴怒罵人,我想如果外在已經糟了,那不是該努力讓內在變美嗎?,怎麼人醜心更醜的人這麼多?,--",[問卦] 為什麼胖子通常容易暴怒?
"王柏融,剛剛在關鍵時刻,擊出差點出全壘打牆的二壘安打,打下追平分,這樣關鍵的長打,酸王柏融的魯蛇要不要進來讓我看看崩潰的樣子,--",[問卦] 酸王柏融的魯蛇要不要進來崩潰給我看看？
"如題,我社會新鮮人當輪班的啦剛輪2個月了,每天都因為睡不著而困擾,有試過吃安眠藥睡覺，但還是睡不著,每天都睡3-4小時,雖然月薪在五萬,到底是錢和經驗重要，還是身體重要？,-----,Sent,from,JPTT,on,my,iPhone,--",[問卦] 我輪班人員 睡不著
"如題,現在一堆港豬在鬧事,if,是港仔,就踢回海去,but,港妹,跑到台灣,用身體賺錢,一想到就…,很歡迎！！,想問,港妹幹起來,是啥米樣子？？？,--",[問卦] 港妹 幹起來是什麼樣子？
"這問題我以前有想過,政府有槍有砲,人民只有棍子菜刀,如果政府亂搞的話,(像是中國對維吾爾族的暴行,甚至出動軍隊開槍開戰車鎮壓,人民只能被壓著打而已,所以是否應該在嚴格管制下,開槍槍枝讓人民有一點抗爭權,--,一白遮三醜，一胖毀所有。,女人始終沒追求者只有兩個原因，一是胖，二是醜。,--",[問卦] 是否應該開放槍枝讓人民有抗爭權？
"ㄤㄤ,剛剛阿肥吃飯看韓劇,看到裡面描寫的韓國皇室,哇操咧！,跟日本皇室有八七趴像,還自稱大韓帝國（估計平行世界）,竟敢跟偶們鬼島祖國並駕齊驅？,根本自慰片,話說韓國皇室不是被日本和北韓殺殘了嗎？,-----,Sent,from,JPTT,on,my,Sony,F8332.,--,那個少年，從小想當亞瑟·戴恩，但不知怎地，生命拐了個彎，最後成為了微笑騎士。",[問卦] 有沒有韓國皇室的八卦！？
"自由,《高雄》才重鋪柏油,遇大雨又凹陷積水,〔記者洪定宏、陳文嬋／高雄報導〕高雄市長韓國瑜選前指責高雄道路坑洞連連，當選後,指派副市長李四川嚴格管控「路平專案」，但仁武區竹楠路與南亞街口，約兩個月前才剛,重鋪柏油，這次大雨又凹陷、積水，約三十公尺就有三處坑洞，至今原因不明。,韓國瑜曾對道路坑洞問題，回應說給他更多時間，但他又要花心思參加國民黨總統初選，,市議員邱俊憲調侃強調，「希望韓市長真的能把更多時間用於改善市政問題上」。,本月十一日下午約五點，市府「1999萬事通」專線接獲民眾通報，指仁武區竹楠路上，近,南亞街，往鳳仁路方向，「內線車道先前有補過，惟目前又有凹陷坑洞及積水情形，約三,至四個坑洞，車輛行經會有明顯搖晃情形，擔憂下雨坑洞會變大」。,本報記者昨上午前往查看，確定坑洞就在竹楠路與南亞街口內線車道，約三十公尺就有三,處坑洞積水，但只有兩處擺放三角錐提醒，駕駛人汽車行經就濺起水花，或必須慢行繞過,。,水利局證實四月下旬曾開挖路面檢視箱涵結構，然後回填、鋪設，昨到場查看，確認上次,灌漿區塊處局部下陷約五公分，再派員進入箱涵檢視，無明顯滲水現象，初判箱涵結構沒,有破損，所以路面下陷原因，必須開挖路面才能釐清。,另外，高市山區前天下起豪大雨，造成岡山及燕巢區多處積淹水，包括岡山平和路、岡山,路、嘉興里台十九甲線高速公路涵洞下及燕巢區台二十二線樹德科技大學前道路。水利局,盤點六十八處易淹水地區，目前已完成十三處改善工程，預計明年底前完成整治四十一處,，這四個淹水點也納入其中，有三處已獲營建署前瞻計畫經費補助，力拚今年底完工。",[新聞] 《高雄》才重鋪柏油 遇大雨又凹陷積水
"1.媒體來源:,UDN,2.記者署名,記者曾增勳,3.完整新聞標題:,客運車禍連環爆,時力：桃園司機檢舉違法19案未處理,4.完整新聞內文:,相繼發生",[新聞] 客運車禍連環爆 時力：桃園司機檢舉違法
"男女朋友,如果有一人是碩士尤其是留學過的,跟另一人是私立高職,或者是學店之類交往,會不會常有代溝?,有迷有八卦?,嘻嘻~~~,--",[問卦] 碩士跟私立學店高職交往會不會有代溝?
"1.媒體來源:,自由時報,2.記者署名,無,3.完整新聞標題:,網狂讚！影片報告國家「4件大事」,蘇揆：,國家繼續向前進,4.完整新聞內文:",[新聞] 網狂讚！報告「4件大事」 蘇揆：國家繼續
"1.媒體來源:今日新聞,2.完整新聞標題:謝忻偷情不悔,告白阿翔「我愛你，關你什麼事」,3.完整新聞內文:娛樂中心,/,綜合報導,-,2019-06-13,19:17:52,謝忻與阿翔的婚外情引起外界撻伐，最受傷莫過於阿翔的老婆Grace，即使阿翔第一時間,出面說明，仍無法平息眾怒。消息曝光後，網友們紛紛當起偵探，找尋兩人在一起的蛛絲,馬跡，其中一篇文謝忻直接寫上「我愛你」，而發文時間正好是被拍到喇舌的當天。,謝忻與阿翔8日被周刊拍到大街親吻畫面，當天謝忻還在IG發文寫上「我愛你，關你什麼,事？千怪萬怪也怪不到你的身上去。」雖然這句話是引用自張愛玲《沉香屑‧第一爐香》,的名言佳句，她還拍了文青照，看起來圖文相符。但現在被抓包發文當天和激吻阿翔是同,一天，連服裝也一樣，被網友發現文中的「你」根本意有所指,兩人的不倫戀曝光後，謝忻選擇神隱只說一句話，「一切交給經紀公司處理，謝謝關心！,」對正宮一句道歉都沒有，令網友群起憤慨。謝忻的IG、臉書也遭網友灌爆，演藝事業重,創，逃不了網友的酸言酸語，遭嗆「愛當人小三,髒東西」、「你確定怪不到他身上？」,、「偷吃仔不要侮辱張愛玲」、「閨蜜,真x子你都不會心虛嗎？躲起來就沒事了嗎？噁不,噁心。」,4.完整新聞連結,(或短網址):",[新聞] 謝忻偷情不悔　告白阿翔
"大家好我圖書館地縛靈,畢業後沒工作一直啃老每天去圖書館讀書又考不上,也看到有些人大概中年,在看圖書館的小廣告找工作,那些都什麼人,有八卦嗎,--",[問卦] 在圖書館看報紙找工作的都什麼人
"最近在複習周杰倫的歌,周董說，他的歌二十年了還在流行,的確，許多歌現在聽仍然好聽,不知道有哪些歌是有暗示的？,例如：,「七里香」=>,為了追求侯佩岑而寫的,「我不配」=>,和侯佩岑分手寫的,「外婆」,=>,帶外婆參加金曲獎結果貢龜,還有沒有其它歌有暗示？,--",[問卦] 周杰倫的哪些歌有暗示
"最近謝忻的照片一直看,發現跟上星期結婚的阿福鄧福如超像的,髮型也都很像的大捲,臉型眼睛也很像,阿福",[問卦] 有沒有謝忻跟阿福長好像的八卦？
"最近我阿,有個困擾,就是路上合身T恤的年輕妹妹太多了,奶子在合身衣物的襯托下更顯著,不管ABCDE奶,只要有奶，一律視姦,每次都衝動的想過去跟她瘋狂做菜,這症狀困擾我很久了,請問要到幾歲才能免疫...,--",[問卦] 男人要幾歲才能不看奶？
"是這樣的,腳趾甲本來就長得彎彎的,現在從底部脫開,等於底部已經裂開,稍微動到就會痛,要整個剝開嗎,因為時不時會弄到,怕突然間整個脫落,會痛死,圖噁心，慎入,求解，在線等",[問卦] 在線等！趾甲要掉不掉，怎辦
"我有個很要好的閨蜜,他知道我跟男友也很恩愛,可是最近她居然跟我說,喜歡我男友,她說,她愛我男友的心不會比我少一點,我問她喜歡我男友哪一點,她居然說,不知道,不曉得,怎麼辦？現在心裡有個疙瘩,該如何解決呢？,-----,Sent,from,JPTT,on,my,iPhone,--",[問卦] 怎麼辦？閨蜜愛上我男友了
